530.6885336	0.913238747
523.8274394	0.72440543
515.984337	0.882617128
507.1901795	0.90303154
497.4796735	0.729509033
486.8911418	0.928549556
475.4663725	0.72440543
463.2504541	0.862202715
450.2915972	0.892824334
436.6409444	0.714198224
422.3523686	0.933653159
407.4822604	0.775441462
392.0893052	0.877513525
376.234252	0.90303154
359.9796735	0.703991018
343.389719	0.969378381
326.5298615	0.714198224
309.4666392	0.91834235
292.2673929	0.928549556
275	0.73971624
257.7326071	1
240.5333608	0.734612637
223.4701385	0.882617128
206.610281	0.882617128
190.0203265	0.698887415
173.765748	0.921404512
157.9106948	0.645503726
142.5177396	0.806879657
127.6476314	0.786056956
113.3590556	0.530978871
99.70840282	0.786056956
86.74954587	0.525773196
74.53362746	0.598652649
63.10885824	0.61947535
52.52032655	0.374808615
42.80982049	0.61947535
34.01566299	0.364397264
26.17256057	0.395631316
19.31146638	0.442482393
13.45945802	0.182198632
8.63963069	0.301929162
4.87100605	0.098907829
2.168457139	0.124936205
0.542649682	0.114524855
0	0
0.542649682	0.281106461
2.168457139	0.093702154
4.87100605	0.223844034
8.63963069	0.291517812
13.45945802	0.182198632
19.31146638	0.406042666
26.17256057	0.23946106
34.01566299	0.374808615
42.80982049	0.478922119
52.52032655	0.291517812
63.10885824	0.463305093
74.53362746	0.36960294
86.74954587	0.541390221
99.70840282	0.650709401
113.3590556	0.520567521
127.6476314	0.723588854
142.5177396	0.609063999
157.9106948	0.765234255
173.765748	0.801673982
190.0203265	0.64029805
206.610281	0.812085332
223.4701385	0.681943452
240.5333608	0.754822905
257.7326071	0.832908033
275	0.692354802
292.2673929	0.926610187
309.4666392	0.707971828
326.5298615	0.832908033
343.389719	0.884964785
359.9796735	0.681943452
376.234252	0.931815862
392.0893052	0.744411555
407.4822604	0.822496683
422.3523686	0.895376136
436.6409444	0.718383179
450.2915972	0.942227212
463.2504541	0.713177503
475.4663725	0.843319383
486.8911418	0.916198836
497.4796735	0.76002858
507.1901795	0.937021537
515.984337	0.754822905
523.8274394	0.87975911
530.6885336	0.864142084
536.540542	0.723588854
541.3603693	0.957844238
545.128994	0.74961723
547.8315429	0.864142084
549.4573503	0.87975911
550	0.702766153
549.4573503	0.973461264
547.8315429	0.739205879
545.128994	0.832908033
541.3603693	0.853730734
536.540542	0.723588854
