0,230455527,0,81
0,230457027,0,73
0,230458827,0,73
0,230460327,0,70
0,230462127,0,59
0,230463627,0,63
0,230465427,0,69
0,230466927,0,75
0,230468727,0,75
0,230470227,0,80
0,230472027,0,75
0,230473527,0,75
0,230475327,0,73
0,230476827,0,70
0,230478627,0,62
0,230480127,0,54
0,230481927,0,68
0,230483427,0,76
0,230485227,0,76
0,230486727,0,78
0,230488527,0,87
0,230490027,0,71
0,230491827,0,73
0,230493327,0,68
0,230495127,0,66
0,230496627,0,54
0,230498427,0,68
0,230499927,0,76
0,230501727,0,77
0,230503227,0,77
0,230505027,0,100
0,230506527,0,73
0,230508327,0,71
0,230509827,0,69
0,230511627,0,70
0,230513127,0,54
0,230514927,0,69
0,230516427,0,75
0,230518227,0,75
0,230519727,0,78
0,230521527,0,89
0,230523027,0,72
0,230524827,0,72
0,230526627,0,69
0,230528127,0,67
0,230529927,0,57
0,230531427,0,67
0,230533227,0,77
0,230534727,0,77
0,230536527,0,78
0,230538027,0,81
0,230539827,0,72
0,230541327,0,74
0,230543127,0,67
0,230544627,0,70
0,230546427,0,65
0,230547927,0,65
0,230549727,0,78
0,230551227,0,77
0,230553027,0,77
0,230554527,0,85
0,230556327,0,74
0,230557827,0,72
0,230559627,0,69
0,230561127,0,69
0,230562927,0,62
0,230564427,0,68
0,230566227,0,76
0,230567727,0,76
0,230569527,0,76
0,230571027,0,85
0,230572827,0,73
0,230574327,0,71
0,230576127,0,68
0,230577627,0,69
0,230579427,0,60
0,230580927,0,69
0,230582727,0,71
0,230584227,0,76
0,230586027,0,77
0,230587527,0,91
0,230589327,0,72
0,230590827,0,71
0,230592627,0,71
0,230594127,0,69
0,230595927,0,58
0,230597427,0,67
0,230599227,0,73
0,230600727,0,72
0,230602527,0,72
0,230604027,0,90
0,230605827,0,75
0,230607327,0,74
0,230609127,0,71
0,230610627,0,70
0,230612427,0,59
0,230613927,0,62
0,230615727,0,72
0,230617227,0,75
0,230619027,0,77
0,230620527,0,81
0,230622327,0,83
0,230623827,0,73
0,230625627,0,72
0,230627127,0,69
0,230628927,0,58
0,230630427,0,63
0,230632227,0,68
0,230633727,0,76
0,230635527,0,78
0,230637027,0,81
0,230638827,0,87
0,230640327,0,75
0,230642127,0,72
0,230643627,0,69
0,230645427,0,58
0,230646927,0,65
0,230648727,0,72
0,230650227,0,76
0,230652027,0,76
0,230653527,0,80
0,230655327,0,80
0,230656827,0,73
0,230658627,0,72
0,230660127,0,68
