269536827,56,
269537227,52,
269537627,72,
269538027,62,
2368435227,74,
368435627,88,
368447627,100,
368448027,84,
368453227,153,
368453627,133,
368454027,137,
368454427,156,
368454827,170,
368455238,162,
368456027,113,
368456427,179,
368456847,69,
368457227,83,
368457627,79,
368458027,79,
368458427,81,
368463627,25,
368464027,74,
368464427,77,
368464827,71,
368465227,79,
368465627,78,
368466027,85,
368466427,79,
368466827,90,
368467227,103,
368472827,89,
368473227,84,
368473627,78,
368474027,77,
368474427,79,
368474827,83,
368475227,76,
368475627,78,
368476027,76,
368476427,75,
368476827,76,
368477227,79,
368477627,84,
368478027,60,
368478427,53,
368478827,57,
368479227,65,
368479627,61,
368480027,66,
368480427,72,
368480827,82,
368481227,71,
368481627,73,
368482027,83,
368482427,80,
368482827,88,
368483227,85,
368483627,88,
368484027,88,
368484427,87,
368484827,89,
368485227,91,
368490827,61,
368491227,79,
368491627,75,
368492027,78,
368492427,79,
368492827,80,
368493227,73,
368493627,85,
368494027,83,
368494427,75,
368494827,76,
368495227,79,
368495627,105,
368496027,90,
368496427,111,
368496827,79,
368497227,99,
368504827,92,
368505227,89,
368505627,82,
368506027,75,
368506427,76,
368506827,76,
368507227,90,
368507627,130,
368508427,53,
368508827,87,
368509227,132,
368510427,85,
368510827,79,
368511227,61,
368511627,57,
368512027,58,
368512427,71,
368512827,55,
368513227,69,
368513627,67,
368514027,75,
368514427,74,
368514827,70,
368516027,94,
368516427,84,
368516827,85,
368517227,80,
368517627,94,
368518027,98,
368518427,94,
368520427,147,
368524427,74,
368524827,75,
368525227,75,
368525627,74,
368526027,77,
368526427,71,
368526827,76,
368527227,78,
368527627,83,
368528027,61,
368528427,52,
368528827,56,
368529227,69,
368529627,82,
368530027,67,
368530427,74,
368530827,78,
368531227,112,
368532427,54,
368532827,90,
368533227,79,
368533627,81,
368534027,84,
368534427,85,
368534827,134,
368536427,65,
368536827,126,
368537227,101,
368537627,111,
368538027,88,
368538427,97,
368538827,79,
368539227,95,
368540427,94,
368542427,93,
368542827,88,
368543227,73,
368543627,73,
368544027,77,
368544427,74,
368545227,173,
368549227,96,
368549627,83,
368550027,84,
368550427,82,
368550827,86,
368551227,79,
368551627,85,
368552027,80,
368552427,85,
368552827,110,
368553227,116,
368553627,101,
368554027,91,
368554427,114,
368554827,89,
368555227,98,
368555627,82,
368556027,76,
368556427,80,
368556827,74,
368577227,119,
368577627,101,
368578027,71,
368578427,62,
368578827,58,
368579227,65,
368579627,65,
368580027,63,
368580427,72,
368580827,74,
368581227,74,
368581627,70,
368582027,87,
368582427,91,
368582827,82,
368583227,83,
368583627,83,
368584027,80,
368584427,82,
368584827,86,
368585227,84,
368585627,84,
368586027,82,
368586427,102,
368586827,112,
368587227,97,
368587627,118,
368588027,89,
368588427,100,
368588827,84,
368589227,78,
368589627,87,
368590027,79,
368590427,73,
368590827,82,
368591227,76,
368591627,81,
368592027,84,
368592427,88,
368592827,86,
368593227,79,
368593627,85,
368594027,92,
368594427,70,
368594827,65,
368595227,63,
368595627,67,
368596027,57,
368596427,74,
368596827,63,
368597227,78,
368597627,74,
368598027,73,
368598427,78,
368598827,84,
368599227,83,
368599627,81,
368601227,39,
368601627,119,
368602027,112,
368602427,128,
368602827,122,
368603227,144,
368603627,161,
368604029,128,
368604427,185,
368606827,182,
368607250,149,
368607639,173,
368608052,143,
368608435,143,
368608827,170,
368609238,182,
368609661,161,
368610063,171,
368610475,169,
368610883,154,
368611278,181,
368611699,175,
368612115,196,
368612551,132,
368616827,167,
368617235,126,
368617627,153,
368618027,141,
368618427,108,
368618827,108,
368619227,91,
368619627,107,
368620027,189,
368620457,126,
368620827,113,
368621227,102,
368621627,93,
368622027,86,
368622427,77,
368622827,90,
368623227,109,
368623627,94,
368624027,98,
368624427,100,
368624827,107,
368625227,102,
368625627,85,
368626027,85,
368626427,82,
368626827,87,
368627227,87,
368627627,94,
368628027,69,
368628427,75,
368628827,71,
368629227,74,
368629627,78,
368630027,77,
368630427,83,
368630827,81,
368631227,94,
368631627,82,
368632027,87,
368632427,100,
368632827,101,
368633227,95,
368633627,105,
368634027,100,
368634427,96,
368634827,100,
368635227,105,
368635627,111,
368636027,120,
368636427,181,
368636848,167,
368637256,164,
368638027,145,
368638427,170,
368638838,129,
368639227,161,
368639629,144,
368640027,182,
368641227,153,
368664027,84,
368664427,77,
368664827,85,
368665227,93,
368665627,89,
368666027,89,
368670427,45,
368671627,75,
368672027,89,
368672427,79,
368672827,77,
368673227,78,
368673627,81,
368674427,20,
368674827,84,
368675227,93,
368675627,100,
368676027,118,
368676427,123,
368676827,125,
368677227,100,
368682827,100,
368683227,106,
368683627,122,
368684027,124,
368684427,162,
368686427,45,
368686827,120,
368687227,140,
368687627,110,
368688027,82,
368688427,94,
368688827,86,
368689227,73,
368689627,79,
368690027,81,
368690427,78,
368690827,79,
368691227,70,
368691627,79,
368692027,76,
368692427,77,
368692827,77,
368693227,70,
368693627,73,
368694027,85,
368694427,67,
368694827,69,
368695227,75,
368695627,66,
368696027,56,
368696427,66,
368696827,57,
368697227,77,
368697627,70,
368698027,82,
368698427,66,
368700827,102,
368702027,111,
368703227,118,
368703627,107,
368704027,116,
368704427,139,
368704827,89,
368705227,99,
368705627,86,
368706027,96,
368706427,115,
368706827,80,
368707227,79,
368707627,95,
368709227,25,
368709627,79,
368711627,63,
368713227,85,
368713627,70,
368714027,77,
368714427,74,
368715627,127,
368716027,100,
368716840,36,
368718429,57,
368718827,160,
368719228,72,
368719627,93,
368720827,102,
368721227,102,
368721627,97,
368722427,45,
368722827,76,
368723227,81,
368724044,10,
368745227,90,
368745627,65,
368746027,46,
368746427,72,
368746827,61,
368747227,79,
368747627,70,
368748027,69,
368748427,75,
368748427,0,
368748923,86,
368749241,68,
368749627,77,
368750027,82,
368750427,77,
368751227,10,
368751627,94,
368752027,83,
368752427,94,
368752827,99,
368761227,104,
368764427,34,
368764827,146,
368767227,29,
368767627,150,
368768027,84,
368768427,146,
368823227,44,
368835227,69,
368835627,137,
368836027,103,
368836427,105,
368836827,104,
368837227,99,
368837627,105,
368841227,133,
368841627,180,
368845227,18,
368845627,146,
368846027,48,
368851627,125,
368860827,106,
368862027,17,
368862427,78,
368862827,47,
368863227,70,
368863627,65,
368864027,73,
368864427,76,
368864827,74,
368865227,75,
368865627,80,
368866027,80,
368866427,81,
368866827,83,
368867227,88,
368867627,84,
368868027,81,
368868427,75,
368868827,87,
368869227,84,
368869627,88,
368870027,153,
368871627,73,
368872027,117,
368873227,10,
368874427,56,
368874827,79,
368875227,77,
368875627,84,
368876027,79,
368876427,68,
368876827,75,
368877227,74,
368877627,70,
368878027,53,
368878427,56,
368878827,57,
368879627,32,
368880027,77,
368880427,89,
368880827,69,
368881227,69,
368881627,75,
368882027,82,
368882427,80,
368882827,88,
368883227,145,
368883627,77,
368884027,81,
368884427,84,
368884827,87,
368885227,87,
368885627,77,
368886027,90,
368886427,105,
368886827,103,
368887227,99,
368887627,105,
368888027,84,
368888427,93,
368888827,84,
368890027,49,
368890427,78,
368890827,81,
368891227,75,
368891627,75,
368892427,53,
368892827,107,
368893227,95,
368893627,103,
368894027,76,
368894427,74,
368894827,61,
368895227,55,
368896027,38,
368897227,44,
368897627,79,
368898027,72,
368898427,79,
368898827,80,
368899227,78,
368899627,77,
368900027,81,
368900427,80,
368900827,82,
368901227,81,
368901627,83,
368902027,80,
368902427,83,
368902827,84,
368903227,105,
368903627,98,
368904027,87,
368904427,111,
368904827,81,
368905227,91,
368905627,79,
368906027,77,
368906427,73,
368906827,79,
368907227,75,
368907627,74,
368908027,73,
368908427,73,
368908827,76,
368909227,77,
368909627,86,
368910027,68,
368910427,77,
368910827,70,
368911227,61,
368911627,59,
368912027,54,
368912427,68,
368912827,51,
368913227,65,
368913627,60,
368914027,75,
368914427,69,
368914827,72,
368915227,70,
368915627,81,
368916027,83,
368916427,80,
368916827,77,
368917227,79,
368917627,79,
368918027,77,
368918427,81,
368918827,81,
368919227,80,
368919627,82,
368920027,105,
368920427,95,
368920827,87,
368921227,109,
368921627,85,
368922027,82,
368922427,79,
368922827,82,
368923227,72,
368923627,70,
368924027,76,
368924427,72,
368924827,75,
368925227,76,
368925627,75,
368926027,76,
368926427,71,
368926827,78,
368927227,69,
368927627,73,
368928027,52,
368928427,52,
368928827,55,
368929227,66,
368929627,60,
368930027,69,
368930427,70,
368930827,70,
368931227,79,
368931627,73,
368932027,79,
368932427,87,
368932827,84,
368933227,81,
368933627,78,
368934027,79,
368934427,78,
368934827,82,
368935227,87,
368935627,74,
368936027,84,
368936427,94,
368936827,99,
368937227,107,
368937627,102,
368938027,84,
368938427,92,
368938827,93,
368939227,74,
368939627,75,
368940027,79,
368940427,72,
368940827,82,
368941227,73,
368941627,76,
368942027,68,
368942427,77,
368942827,69,
368943227,73,
368943627,77,
368944027,75,
368944427,65,
368944827,57,
368945227,66,
368945627,59,
368946027,54,
368946427,74,
368946827,64,
368947227,67,
368947627,74,
368948027,73,
368948427,69,
368948827,77,
368949227,75,
368949627,76,
368950027,81,
368950427,84,
368950827,78,
368951227,80,
368951627,78,
368952027,81,
368952427,78,
368952827,81,
368953227,105,
368953627,96,
368954027,86,
368954427,107,
368954827,81,
368955227,61,
368955627,78,
368956027,75,
368956427,78,
368956827,76,
368957227,79,
368957627,75,
368958027,73,
368958427,71,
368958827,75,
368959227,70,
368959627,72,
368960027,73,
368960427,73,
368960827,72,
368961227,62,
368961627,51,
368962027,52,
368962427,65,
368962827,54,
368963227,71,
368963627,64,
368964027,73,
368964427,74,
368964827,74,
368965227,81,
368965627,79,
368966027,81,
368966427,84,
368966827,81,
368967227,80,
368967627,81,
368968027,77,
368968427,82,
368968827,82,
368969227,79,
368969627,86,
368970027,109,
368970427,101,
368970827,81,
368971227,104,
368971627,88,
368972027,83,
368972427,76,
368972827,73,
368973227,69,
368973627,71,
368974027,80,
368974427,69,
368974827,75,
368975227,72,
368975627,73,
368976027,74,
368976427,72,
368976827,74,
368977227,68,
368977627,78,
368978027,52,
368978427,50,
368978827,53,
368979227,63,
368979627,55,
368980027,66,
368980427,64,
368980827,69,
368981227,71,
368981627,70,
368982027,73,
368982427,79,
368982827,78,
368983227,76,
368983627,75,
368984027,76,
368984427,78,
368984827,81,
368985227,81,
368985627,81,
368986027,77,
368986427,91,
368986827,95,
368987227,94,
368987627,99,
368988027,88,
368988427,89,
368988827,79,
368989227,69,
368989627,73,
368990027,75,
368990427,67,
368990827,74,
368991227,68,
368991627,71,
368992027,74,
368992427,70,
368992827,71,
368993227,70,
368993627,71,
368994027,68,
368994427,66,
368994827,55,
368995227,49,
368995627,59,
368996027,54,
368996427,66,
368996827,61,
368997227,71,
368997627,68,
368998027,72,
368998427,69,
368998827,70,
368999227,77,
368999627,75,
369000027,76,
369000427,82,
369000827,79,
369001227,79,
369001627,84,
369002027,76,
369002427,82,
369002827,84,
369003227,100,
369003627,98,
369004027,90,
369004427,109,
369004827,83,
369005227,91,
369005627,73,
369006027,74,
369006427,75,
369006827,74,
369007227,77,
369007627,73,
369008027,72,
369008427,72,
369008827,72,
369009227,73,
369009627,70,
369010027,73,
369010427,74,
369010827,69,
369011227,56,
369011627,55,
369012027,59,
369012427,65,
369012827,45,
369013227,74,
369013627,61,
369014027,69,
369014427,67,
369014827,74,
369015227,74,
369015627,77,
369016027,74,
369016427,77,
369016827,74,
369017227,78,
369017627,74,
369018027,79,
369018427,81,
369018827,76,
369019227,77,
369019627,84,
369020027,100,
369020427,98,
369020827,81,
369021227,99,
369021627,88,
369022027,83,
369022427,78,
369022827,78,
369023227,75,
369023627,72,
369024027,75,
369024427,78,
369024827,77,
369025227,76,
369025627,80,
369026027,73,
369026427,80,
369026827,74,
369027227,71,
369027627,77,
369028027,55,
369028427,52,
369028827,56,
369029227,68,
369029627,57,
369030027,70,
369030427,71,
369030827,74,
369031227,77,
369031627,72,
369032027,80,
369032427,82,
369032827,82,
369033227,80,
369033627,82,
369034027,79,
369034427,87,
369034827,80,
369035227,85,
369035627,80,
369036027,89,
369036427,103,
369036827,102,
369037227,96,
369037627,103,
369038027,87,
369038427,92,
369038827,81,
369039227,76,
369039627,74,
369040027,81,
369040427,69,
369040827,77,
369041227,82,
369041627,72,
369042027,77,
369042427,80,
369042827,76,
369043227,81,
369043627,75,
369044027,76,
369044427,65,
369044827,63,
369045227,57,
369045627,64,
369046027,54,
369046427,72,
369046827,63,
369047227,80,
369047627,75,
369048027,73,
369048427,71,
369048827,82,
369049227,85,
369049627,79,
369050027,81,
369050427,81,
369050827,82,
369051227,80,
369051627,46,
369052027,90,
369052427,82,
369052827,89,
369053227,101,
369053627,111,
369054027,94,
369054427,109,
369054827,86,
369055227,90,
369055627,81,
369056027,81,
369056427,78,
369056827,77,
369057227,74,
369057627,79,
369058027,77,
369058427,76,
369058827,76,
369059227,78,
369059627,81,
369060027,78,
369060427,73,
369060827,75,
369061227,65,
369061627,59,
369062027,56,
369062427,67,
369062827,51,
369063227,65,
369063627,68,
369064027,73,
369064427,72,
369064827,77,
369065227,77,
369065627,81,
369066027,82,
369066427,80,
369066827,84,
369067227,79,
369067627,86,
369068027,80,
369068427,79,
369068827,80,
369069227,84,
369069627,83,
369070027,103,
369070427,99,
369070827,89,
369071227,101,
