0,171248028,134,0,
0,171250028,142,0,
0,171251028,177,0,
0,171253028,151,0,
0,171255028,125,0,
0,171257028,122,0,
0,171258028,121,0,
0,171260028,100,0,
0,171262028,130,0,
0,171264028,126,0,
0,171265028,133,0,
0,171267028,158,0,
0,171269028,146,0,
0,171271028,140,0,
0,171272028,121,0,
0,171274028,122,0,
0,171276028,91,0,
0,171277028,83,0,
0,171279028,131,0,
0,171281028,135,0,
0,171283028,134,0,
0,171284028,175,0,
0,171286028,153,0,
0,171288028,131,0,
0,171290028,125,0,
0,171291028,120,0,
0,171293028,98,0,
0,171295028,112,0,
0,171296028,125,0,
0,171298028,131,0,
0,171300028,136,0,
0,171302028,170,0,
0,171303028,144,0,
0,171305028,120,0,
0,171307028,122,0,
0,171309028,121,0,
0,171310028,105,0,
0,171312028,128,0,
0,171314028,128,0,
0,171315028,133,0,
0,171317028,167,0,
0,171319028,144,0,
0,171321028,143,0,
0,171322028,127,0,
0,171324028,122,0,
0,171326028,89,0,
0,171328028,84,0,
0,171329028,125,0,
0,171331028,134,0,
0,171333028,131,0,
0,171334028,165,0,
0,171336028,152,0,
0,171338028,126,0,
0,171340028,121,0,
0,171341028,121,0,
0,171343028,88,0,
0,171345028,108,0,
0,171347028,121,0,
0,171348028,131,0,
0,171350028,138,0,
0,171352028,170,0,
0,171353028,147,0,
0,171355028,124,0,
0,171357028,123,0,
0,171359028,120,0,
0,171360028,110,0,
0,171362028,131,0,
0,171364028,132,0,
0,171366028,135,0,
0,171367028,167,0,
0,171369028,144,0,
0,171371028,141,0,
0,171373028,125,0,
0,171374028,121,0,
0,171376028,90,0,
0,171378028,85,0,
0,171379028,129,0,
0,171381028,133,0,
0,171383028,136,0,
0,171385028,170,0,
0,171386028,147,0,
0,171388028,129,0,
0,171390028,121,0,
0,171392028,123,0,
0,171393028,90,0,
0,171395028,126,0,
0,171397028,130,0,
0,171398028,132,0,
0,171400028,135,0,
0,171402028,167,0,
0,171404028,147,0,
0,171405028,122,0,
0,171407028,125,0,
0,171409028,92,0,
0,171410028,109,0,
0,171412028,129,0,
0,171414028,132,0,
0,171416028,142,0,
0,171417028,172,0,
0,171419028,149,0,
0,171421028,133,0,
0,171423028,125,0,
0,171424028,121,0,
0,171426028,87,0,
0,171428028,90,0,
0,171429028,132,0,
0,171431028,131,0,
0,171433028,137,0,
0,171435028,168,0,
0,171436028,148,0,
0,171438028,130,0,
0,171440028,122,0,
0,171442028,121,0,
0,171443028,89,0,
0,171445028,128,0,
0,171447028,129,0,
0,171448028,128,0,
0,171450028,131,0,
0,171452028,168,0,
0,171454028,146,0,
0,171455028,121,0,
0,171457028,122,0,
0,171459028,93,0,
0,171460028,109,0,
0,171462028,136,0,
0,171464028,132,0,
0,171466028,131,0,
0,171467028,179,0,
0,171469028,150,0,
0,171471028,130,0,
0,171473028,123,0,
0,171474028,119,0,
0,171476028,87,0,
0,171478028,87,0,
0,171479028,126,0,
0,171481028,135,0,
0,171483028,138,0,
0,171485028,171,0,
0,171486028,145,0,
0,171488028,121,0,
0,171490028,130,0,
0,171492028,120,0,
0,171493028,91,0,
0,171495028,128,0,
0,171497028,128,0,
0,171498028,134,0,
0,171500028,138,0,
0,171502028,161,0,
0,171504028,150,0,
0,171505028,125,0,
0,171507028,129,0,
0,171509028,99,0,
0,171511028,106,0,
0,171512028,131,0,
0,171514028,129,0,
0,171516028,127,0,
0,171517028,170,0,
0,171519028,149,0,
0,171521028,130,0,
0,171523028,125,0,
0,171524028,127,0,
0,171526028,100,0,
0,171528028,126,0,
0,171530028,122,0,
0,171531028,126,0,
0,171533028,131,0,
0,171535028,172,0,
0,171537028,149,0,
0,171538028,122,0,
0,171540028,127,0,
0,171542028,106,0,
0,171544028,97,0,
0,171545028,135,0,
0,171547028,128,0,
0,171549028,134,0,
0,171550028,133,0,
0,171552028,156,0,
0,171554028,132,0,
0,171556028,120,0,
0,171557028,131,0,
0,171559028,92,0,
0,171561028,100,0,
0,171562028,131,0,
0,171564028,128,0,
0,171566028,139,0,
0,171568028,170,0,
0,171569028,155,0,
0,171571028,128,0,
0,171573028,121,0,
0,171575028,126,0,
0,171576028,90,0,
0,171578028,134,0,
0,171580028,128,0,
0,171582028,133,0,
0,171583028,134,0,
0,171585028,178,0,
0,171587028,147,0,
0,171588028,125,0,
0,171590028,127,0,
0,171592028,105,0,
0,171594028,97,0,
0,171595028,128,0,
0,171597028,127,0,
0,171599028,135,0,
0,171601028,146,0,
0,171602028,154,0,
0,171604028,142,0,
0,171606028,123,0,
0,171607028,128,0,
0,171609028,91,0,
0,171611028,119,0,
0,171613028,129,0,
0,171614028,131,0,
0,171616028,133,0,
0,171618028,154,0,
0,171620028,157,0,
0,171621028,130,0,
0,171623028,125,0,
0,171625028,118,0,
0,171627028,88,0,
0,171628028,131,0,
0,171630028,134,0,
0,171632028,132,0,
0,171633028,140,0,
0,171635028,184,0,
0,171637028,134,0,
0,171639028,127,0,
0,171640028,122,0,
0,171642028,101,0,
0,171644028,106,0,
0,171646028,131,0,
0,171647028,132,0,
0,171649028,138,0,
0,171651028,146,0,
0,171652028,150,0,
0,171654028,139,0,
0,171656028,130,0,
0,171658028,123,0,
0,171659028,90,0,
0,171661028,120,0,
0,171663028,132,0,
0,171665028,131,0,
0,171666028,138,0,
0,171668028,151,0,
0,171670028,151,0,
0,171672028,136,0,
0,171673028,124,0,
0,171675028,119,0,
0,171677028,96,0,
0,171678028,130,0,
0,171680028,134,0,
0,171682028,132,0,
0,171684028,137,0,
0,171685028,183,0,
0,171687028,137,0,
0,171689028,122,0,
0,171691028,125,0,
0,171692028,95,0,
0,171694028,105,0,
0,171696028,123,0,
0,171697028,131,0,
0,171699028,138,0,
0,171701028,169,0,
0,171703028,154,0,
0,171704028,135,0,
0,171706028,122,0,
0,171708028,120,0,
0,171710028,89,0,
0,171711028,120,0,
0,171713028,131,0,
0,171715028,133,0,
0,171716028,136,0,
0,171718028,150,0,
0,171720028,139,0,
0,171722028,137,0,
0,171723028,124,0,
0,171725028,124,0,
0,171727028,104,0,
0,171729028,134,0,
0,171730028,133,0,
0,171732028,137,0,
0,171734028,134,0,
0,171736028,187,0,
0,171737028,139,0,
0,171739028,123,0,
0,171741028,128,0,
0,171742028,96,0,
0,171744028,101,0,
0,171746028,131,0,
0,171748028,131,0,
0,171749028,138,0,
0,171751028,169,0,
0,171753028,143,0,
0,171755028,137,0,
0,171756028,122,0,
0,171758028,120,0,
0,171760028,86,0,
0,171761028,121,0,
