0,123501527,71,0,
0,12360150,7601440,103,0,
0,7611440,133,0,
0,7621440,77,0,
0,7631353,106,0,
0,7641440,114,0,
0,7651440,99,0,
0,7661353,116,0,
0,7671440,80,0,
0,7681353,104,0,
0,7691440,108,0,
0,7701440,98,0,
0,7711353,118,0,
0,7721440,82,0,
0,7731353,104,0,
0,7741440,112,0,
0,7751440,95,0,
0,7761353,125,0,
0,7771440,88,0,
0,7781353,103,0,
0,7791440,113,0,
0,7801440,98,0,
0,7811353,118,0,
0,7821440,86,0,
0,7831353,102,0,
0,7841440,113,0,
0,7851440,97,0,
0,7861353,135,0,
0,7871440,86,0,
0,7881353,105,0,
0,7891440,107,0,
0,7901440,96,0,
0,7911353,135,0,
0,7921440,86,0,
0,7931353,102,0,
0,7941440,117,0,
0,7951440,96,0,
0,7961353,133,0,
0,7971440,80,0,
0,7981353,104,0,
0,7991440,107,0,
0,8001440,90,0,
0,8011354,135,0,
0,8021440,82,0,
0,8031354,100,0,
0,8041440,104,0,
0,8051440,86,0,
0,8061354,136,0,
0,8071440,81,0,
0,8081354,96,0,
0,8091354,103,0,
0,8101440,83,0,
0,8111354,131,0,
0,8121440,73,0,
0,8131353,97,0,
0,8141354,101,0,
0,8151440,85,0,
0,8161354,130,0,
0,8171440,75,0,
0,8181353,93,0,
0,8191354,99,0,
0,8201354,84,0,
0,8211354,135,0,
0,8221440,76,0,
0,8231353,96,0,
0,8241354,107,0,
0,8251440,90,0,
0,8261354,131,0,
0,8271440,72,0,
0,8281353,108,0,
0,8291440,110,0,
0,8301440,98,0,
0,8311354,138,0,
0,8321440,83,0,
0,8331354,107,0,
0,8341440,105,0,
0,8351440,97,0,
0,8361354,137,0,
0,8371440,85,0,
0,8381354,101,0,
0,8391440,107,0,
0,8401440,102,0,
0,8411440,134,0,
0,8421440,85,0,
0,8431354,104,0,
0,8441440,110,0,
0,8451440,97,0,
0,8461354,138,0,
0,8471440,81,0,
0,8481354,103,0,
0,8491440,109,0,
0,8501440,103,0,
0,8511440,138,0,
0,8521440,78,0,
0,8531353,101,0,
0,8541440,109,0,
0,8551440,96,0,
0,8561354,144,0,
0,8571440,78,0,
0,8581353,100,0,
0,8591440,109,0,
0,8601440,100,0,
0,8611440,139,0,
0,8621440,86,0,
0,8631354,99,0,
0,8641354,117,0,
0,8651440,99,0,
0,8661354,135,0,
0,8671440,87,0,
0,8681354,97,0,
0,8691354,111,0,
0,8701440,98,0,
0,8711354,142,0,
0,8721440,92,0,
0,8731354,100,0,
0,8741440,110,0,
0,8751440,98,0,
0,8761354,137,0,
0,8771440,89,0,
0,8781354,99,0,
0,8791354,109,0,
0,8801440,96,0,
0,8811354,136,0,
0,8821440,93,0,
0,8831354,100,0,
0,8841440,108,0,
0,8851440,99,0,
0,8861354,143,0,
