0,26101527,115,0
0,26201527,108,0
0,26301527,103,0
0,26401527,105,0
0,26501527,105,0
0,26601527,109,0
0,26701527,111,0
0,26801527,113,0
0,26901527,107,0
0,27001527,110,0
0,27101527,111,0
0,27201527,111,0
0,27301527,105,0
0,27401527,102,0
0,27501527,109,0
0,27601527,115,0
0,27701527,111,0
0,27801527,112,0
0,27901527,114,0
0,28001527,113,0
0,28101527,114,0
0,28201527,109,0
0,28301527,113,0
0,28401527,106,0
0,28501527,109,0
0,28601527,113,0
0,28701527,113,0
0,28801527,117,0
0,28901527,122,0
0,29001527,114,0
0,29101527,114,0
0,29201527,112,0
0,29301527,106,0
0,29401527,108,0
0,29501527,115,0
0,29601527,122,0
0,29701527,120,0
0,29801527,123,0
0,29901527,125,0
0,30001527,129,0
0,30101527,134,0
0,30201527,133,0
0,30301527,133,0
0,30401527,130,0
0,30501527,138,0
0,30601527,138,0
0,30701527,144,0
0,30801527,139,0
0,30901527,143,0
0,31001527,142,0
0,31101527,139,0
0,31201527,135,0
0,31301527,132,0
0,31401527,129,0
0,31501527,137,0
0,31601527,138,0
0,31701527,141,0
0,31801527,144,0
0,31901527,143,0
0,32001527,143,0
0,32101527,139,0
0,32201527,135,0
0,32301527,132,0
0,32401527,130,0
0,32501527,139,0
0,32601527,140,0
0,32701527,145,0
0,32801527,149,0
0,32901527,141,0
0,33001527,138,0
0,33101527,142,0
0,33201527,134,0
0,33301527,129,0
0,33401527,133,0
0,33501527,132,0
0,33601527,139,0
0,33701527,140,0
0,33801527,142,0
0,33901527,135,0
0,34001527,139,0
0,34101527,140,0
0,34201527,130,0
0,34301527,121,0
0,34401527,119,0
0,34501527,129,0
0,34601527,125,0
0,34701527,127,0
0,34801527,128,0
0,34901527,128,0
0,35001527,128,0
0,35101527,124,0
0,35201527,117,0
0,35301527,115,0
0,35401527,110,0
0,35501527,114,0
0,35601527,119,0
0,35701527,125,0
0,35801527,131,0
0,35901527,122,0
0,36001527,126,0
0,36101527,124,0
0,36201527,132,0
0,36301527,119,0
0,36401527,126,0
0,36501527,132,0
0,36601527,142,0
0,36701527,146,0
0,36801527,143,0
0,36901527,146,0
0,37001527,153,0
0,37101527,154,0
0,37201527,142,0
0,37301527,135,0
0,37401527,142,0
0,37501527,144,0
0,37601527,144,0
0,37701527,147,0
0,37801527,150,0
0,37901527,156,0
0,38001527,160,0
0,38101527,150,0
0,38201527,151,0
0,38301527,141,0
0,38401527,143,0
0,38501527,147,0
0,38601527,147,0
0,38701527,150,0
0,38801527,149,0
0,38901527,155,0
0,39001527,156,0
0,39101527,155,0
0,39201527,148,0
0,39301527,141,0
0,39401527,151,0
0,39501527,155,0
0,39601527,153,0
